date,value
2020-05-01,133117.0232
2020-05-04,133530.285179
2020-05-07,133940.70213
2020-05-10,134308.131467
2020-05-13,134665.429696
2020-05-16,134980.073748
2020-05-19,137455.496538
2020-05-22,137933.776718
2020-05-25,138426.175924
2020-05-28,138945.69675
2020-05-31,140684.293949
2020-06-03,141103.955453
2020-06-06,142300.093687
2020-06-09,142770.711308
2020-06-12,143298.579685
2020-06-15,143778.401187
2020-06-18,145354.358646
2020-06-21,145935.272358
2020-06-24,146441.076438
2020-06-27,149941.738091
2020-06-30,150451.629839
2020-07-03,150950.682578
2020-07-06,151471.960884
2020-07-09,152024.622243
2020-07-12,154152.788631
2020-07-15,154678.175698
2020-07-18,155153.771754
2020-07-21,155610.347284
2020-07-24,156115.914121
2020-07-27,156652.542616
2020-07-30,157083.07799
2020-08-02,158519.660286
2020-08-05,158965.610932
2020-08-08,160335.950536
2020-08-11,160795.198856
2020-08-14,161271.46641
2020-08-17,161720.183306
2020-08-20,162676.150801
2020-08-23,162993.323652
2020-08-26,163293.062293
2020-08-29,164441.587369
2020-09-01,164764.541883
2020-09-04,165121.182964
2020-09-07,166172.666117
2020-09-10,167266.980876
2020-09-13,167648.431591
2020-09-16,168010.767442
2020-09-19,168377.675827
2020-09-22,169315.61935
2020-09-25,170253.738107
2020-09-28,170601.609994
2020-10-01,171465.353152
2020-10-04,171781.749348
2020-10-07,172175.297459
2020-10-10,173206.617086
2020-10-13,173518.872439
2020-10-16,173915.481324
2020-10-19,174270.308688
2020-10-22,174964.966779
2020-10-25,175348.424658
2020-10-27,175809.500512
2020-10-30,176178.227507
2020-11-02,176630.119741
2020-11-05,177785.47067
2020-11-08,178139.392541
2020-11-11,178549.904186
2020-11-14,179616.124431
2020-11-17,180017.091513
2020-11-20,181044.812692
2020-11-23,181376.185912
2020-11-26,182097.608134
2020-11-29,182848.562518
2020-12-02,183583.345852
2020-12-05,183903.091111
2020-12-08,184645.140969
2020-12-11,185019.282154
2020-12-14,186889.781088
2020-12-17,187268.843095
2020-12-20,187710.943989
2020-12-23,188120.155675
2020-12-26,188519.173903
2020-12-29,189770.748846
2021-01-01,190637.415963
2021-01-04,191048.214685
2021-01-07,192292.51236
2021-01-10,193540.42918
2021-01-13,194310.980329
2021-01-16,194732.610371
2021-01-19,195531.350563
2021-01-22,195943.603395
2021-01-25,198514.023883
2021-01-28,198906.032513
2021-01-31,199335.417225
2021-02-03,199757.458177
2021-02-06,200157.509817
2021-02-09,201825.737961
2021-02-12,202268.515427
2021-02-15,202728.86132
2021-02-18,203161.190166
2021-02-21,205501.391383
2021-02-24,205958.067939
2021-02-27,206435.718437
2021-03-02,206934.814322
2021-03-05,208670.937417
2021-03-08,209112.15408
2021-03-11,213529.760567
2021-03-14,214003.826294
2021-03-17,214535.433795
2021-03-20,215067.298052
2021-03-23,215567.396031
2021-03-26,221044.96422
2021-03-30,221574.078697
2021-04-02,222684.563661
2021-04-05,223225.644072
2021-04-08,223736.207055
2021-04-11,224233.905137
2021-04-14,224807.881111
2021-04-17,230229.655006
2021-04-20,230727.03344
2021-04-23,231213.438146
2021-04-26,232560.532224
2021-04-29,233061.921533
2021-05-02,233521.044438
2021-05-05,234047.69469
2021-05-08,237764.010968
2021-05-11,238226.468673
2021-05-14,238727.047306
2021-05-17,239150.873652
2021-05-20,239655.079037
2021-05-23,240083.518717
2021-05-26,241080.025243
2021-05-29,241545.985674
2021-06-01,242028.718541
2021-06-04,242441.669138
2021-06-07,243323.304314
2021-06-10,243778.95347
2021-06-13,244635.235792
